时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-6-5 18:15:50:650	WT901BLE67(C1:AA:08:9C:D1:14)	-0.445	0.870	-0.056	0.183	-0.427	-1.221	94.19	28.73	-7.08	2.750	-47.000	-90.858	0.65125	0.71936	0.11566	-0.21191	-3.3	10080.1.21	100
2025-6-5 18:15:50:681	WTSDCL(FE:D5:86:66:1D:7C)	-0.216	-0.963	0.129	0.366	2.563	1.221	-83.29	13.54	96.08	85.083	38.517	-22.342	-0.43637	0.50516	0.43448	-0.60455	7.1	10092.1.12	100
2025-6-5 18:15:50:687	WT901BLE67(E9:8A:1A:DD:D5:28)	0.456	0.889	-0.009	0.916	-0.305	0.732	90.86	-27.96	-140.22	-46.750	-2.875	61.808	0.39331	0.07468	-0.70590	-0.58420	-2.4	10080.1.21	100
2025-6-5 18:15:50:711	WT901BLE67(C1:AA:08:9C:D1:14)	-0.482	0.887	-0.041	0.793	-0.244	-1.892	94.19	28.88	-7.09	-2.500	-53.375	-91.883	0.65125	0.71936	0.11566	-0.21191	-3.3	10080.1.21	100
2025-6-5 18:15:50:763	WTSDCL(FE:D5:86:66:1D:7C)	-0.220	-0.972	0.129	-0.610	2.502	0.305	-83.31	13.55	95.84	85.083	38.517	-22.342	-0.43637	0.50516	0.43448	-0.60455	7.1	10092.1.12	100
2025-6-5 18:15:50:811	WT901BLE67(E9:8A:1A:DD:D5:28)	0.463	0.859	0.000	1.282	-0.549	0.427	90.97	-28.05	-140.28	-46.750	-2.875	61.808	0.39331	0.07468	-0.70590	-0.58420	-2.4	10080.1.21	100
2025-6-5 18:15:50:835	WT901BLE67(C1:AA:08:9C:D1:14)	-0.473	0.905	-0.069	-0.488	-0.732	-0.244	94.16	29.00	-7.12	-2.500	-53.375	-91.883	0.65125	0.71936	0.11566	-0.21191	-3.3	10080.1.21	100
2025-6-5 18:15:50:868	WT901BLE67(E9:8A:1A:DD:D5:28)	0.452	0.859	-0.006	1.770	-0.549	1.465	91.09	-28.14	-140.34	-41.625	-7.875	63.142	0.39331	0.07468	-0.70590	-0.58420	-2.4	10080.1.21	100
2025-6-5 18:15:50:880	WTSDCL(FE:D5:86:66:1D:7C)	-0.214	-0.971	0.120	-1.892	2.747	-1.099	-83.41	13.55	95.63	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.1	10092.1.12	100
2025-6-5 18:15:50:922	WT901BLE67(C1:AA:08:9C:D1:14)	-0.463	0.873	-0.053	0.671	-0.427	-1.160	94.14	29.13	-7.16	-2.500	-53.375	-91.883	0.65054	0.71854	0.11807	-0.21545	-3.3	10080.1.21	100
2025-6-5 18:15:50:968	WTSDCL(FE:D5:86:66:1D:7C)	-0.224	-0.983	0.119	-1.221	1.709	1.587	-83.53	13.61	95.47	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.1	10092.1.12	100
2025-6-5 18:15:50:990	WT901BLE67(E9:8A:1A:DD:D5:28)	0.500	0.857	-0.009	1.770	-0.671	0.000	91.14	-28.13	-140.34	-41.625	-7.875	63.142	0.39331	0.07468	-0.70590	-0.58420	-2.4	10080.1.21	100
2025-6-5 18:15:51:42	WT901BLE67(C1:AA:08:9C:D1:14)	-0.475	0.873	-0.048	-1.099	-0.854	-0.183	94.04	29.18	-7.23	-2.500	-53.375	-91.883	0.65054	0.71854	0.11807	-0.21545	-3.3	10080.1.21	100
2025-6-5 18:15:51:58	WTSDCL(FE:D5:86:66:1D:7C)	-0.217	-0.975	0.119	-1.953	1.221	0.854	-83.77	13.56	95.22	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.1	10092.1.12	100
2025-6-5 18:15:51:79	WT901BLE67(E9:8A:1A:DD:D5:28)	0.446	0.870	-0.030	0.732	-0.427	-0.610	91.19	-28.10	-140.38	-41.625	-7.875	63.142	0.39279	0.07419	-0.70755	-0.58264	-2.4	10080.1.21	100
2025-6-5 18:15:51:131	WT901BLE67(C1:AA:08:9C:D1:14)	-0.463	0.898	-0.056	-1.221	-1.038	-0.183	93.88	29.17	-7.32	-2.000	-64.125	-83.725	0.65054	0.71854	0.11807	-0.21545	-3.3	10080.1.21	100
2025-6-5 18:15:51:184	WTSDCL(FE:D5:86:66:1D:7C)	-0.210	-0.993	0.106	-1.587	3.235	1.648	-83.92	13.69	95.06	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.1	10092.1.12	100
2025-6-5 18:15:51:202	WT901BLE67(E9:8A:1A:DD:D5:28)	0.466	0.866	-0.001	0.916	-0.183	-0.244	91.24	-27.99	-140.43	-41.625	-7.875	63.142	0.39279	0.07419	-0.70755	-0.58264	-2.4	10080.1.21	100
2025-6-5 18:15:51:252	WT901BLE67(C1:AA:08:9C:D1:14)	-0.496	0.878	-0.041	-0.610	-0.610	0.366	93.77	29.10	-7.42	-2.000	-64.125	-83.725	0.65054	0.71854	0.11807	-0.21545	-3.3	10080.1.21	100
2025-6-5 18:15:51:273	WTSDCL(FE:D5:86:66:1D:7C)	-0.218	-0.966	0.099	-0.732	3.906	4.517	-84.08	13.96	94.69	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.3	10092.1.12	100
2025-6-5 18:15:51:288	WT901BLE67(E9:8A:1A:DD:D5:28)	0.490	0.869	-0.033	0.488	-0.244	-0.854	91.35	-27.94	-140.49	-42.750	-17.750	64.967	0.39279	0.07419	-0.70755	-0.58264	-2.4	10080.1.21	100
2025-6-5 18:15:51:313	WT901BLE67(C1:AA:08:9C:D1:14)	-0.466	0.896	-0.055	-0.916	-0.854	-0.183	93.67	29.12	-7.47	-2.000	-64.125	-83.725	0.65326	0.71597	0.11679	-0.21661	-3.3	10080.1.21	100
2025-6-5 18:15:51:392	WTSDCL(FE:D5:86:66:1D:7C)	-0.218	-0.976	0.101	-1.343	1.526	3.540	-84.31	14.04	94.41	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.3	10092.1.12	100
2025-6-5 18:15:51:410	WT901BLE67(E9:8A:1A:DD:D5:28)	0.464	0.869	-0.004	1.587	-0.366	-1.160	91.37	-27.93	-140.52	-42.750	-17.750	64.967	0.39279	0.07419	-0.70755	-0.58264	-2.4	10080.1.21	100
2025-6-5 18:15:51:459	WT901BLE67(C1:AA:08:9C:D1:14)	-0.492	0.872	-0.056	0.000	-0.977	0.366	93.60	29.07	-7.53	-2.000	-64.125	-83.725	0.65326	0.71597	0.11679	-0.21661	-3.3	10080.1.21	100
2025-6-5 18:15:51:469	WT901BLE67(E9:8A:1A:DD:D5:28)	0.470	0.886	0.001	1.953	-0.732	0.671	91.48	-27.93	-140.58	-42.750	-17.750	64.967	0.39066	0.07513	-0.70963	-0.58145	-2.4	10080.1.21	100
2025-6-5 18:15:51:509	WTSDCL(FE:D5:86:66:1D:7C)	-0.219	-0.957	0.099	-1.038	4.211	-1.709	-84.52	13.93	94.08	85.083	38.517	-22.342	-0.43982	0.50912	0.43042	-0.60162	7.3	10092.1.12	100
2025-6-5 18:15:51:522	WT901BLE67(C1:AA:08:9C:D1:14)	-0.461	0.901	-0.064	-0.122	-0.549	-0.122	93.57	29.10	-7.55	-2.000	-64.125	-83.725	0.65326	0.71597	0.11679	-0.21661	-3.3	10080.1.21	100
2025-6-5 18:15:51:602	WTSDCL(FE:D5:86:66:1D:7C)	-0.215	-0.988	0.096	-1.221	0.671	1.404	-84.61	14.02	94.05	88.550	42.867	-22.133	-0.43982	0.50912	0.43042	-0.60162	7.3	10092.1.12	100
2025-6-5 18:15:51:620	WT901BLE67(E9:8A:1A:DD:D5:28)	0.483	0.908	-0.032	0.610	-0.122	-1.099	91.63	-27.87	-140.63	-42.750	-17.750	64.967	0.39066	0.07513	-0.70963	-0.58145	-2.4	10080.1.21	100
2025-6-5 18:15:51:650	WT901BLE67(C1:AA:08:9C:D1:14)	-0.510	0.926	-0.042	-0.854	-0.488	1.099	93.37	29.12	-7.65	-2.000	-64.125	-83.725	0.65326	0.71597	0.11679	-0.21661	-3.3	10080.1.21	100
2025-6-5 18:15:51:677	WT901BLE67(E9:8A:1A:DD:D5:28)	0.514	0.911	-0.024	1.587	-0.610	-9.399	91.70	-27.47	-140.65	-42.750	-17.750	64.967	0.39066	0.07513	-0.70963	-0.58145	-2.4	10080.1.21	100
2025-6-5 18:15:51:687	WTSDCL(FE:D5:86:66:1D:7C)	-0.220	-0.986	0.094	-2.258	-2.930	1.587	-84.74	14.02	94.24	88.550	42.867	-22.133	-0.43982	0.50912	0.43042	-0.60162	7.3	10092.1.12	100
2025-6-5 18:15:51:730	WT901BLE67(C1:AA:08:9C:D1:14)	-0.529	0.878	-0.031	-3.784	0.061	10.071	92.96	28.70	-7.79	-2.000	-64.125	-83.725	0.65326	0.71597	0.11679	-0.21661	-3.0	10080.1.21	100
2025-6-5 18:15:51:805	WT901BLE67(E9:8A:1A:DD:D5:28)	0.079	0.872	-0.068	-12.573	-18.677	-28.198	91.58	-25.80	-141.48	-42.750	-17.750	64.967	0.39066	0.07513	-0.70963	-0.58145	-2.4	10080.1.21	100
2025-6-5 18:15:51:810	WTSDCL(FE:D5:86:66:1D:7C)	-0.319	-0.948	0.104	-1.282	-2.686	2.441	-84.85	13.91	94.42	88.550	42.867	-22.133	-0.43622	0.52017	0.43112	-0.59427	7.3	10092.1.12	100
2025-6-5 18:15:51:857	WT901BLE67(C1:AA:08:9C:D1:14)	-0.253	0.850	-0.052	-21.851	19.104	41.016	92.09	26.37	-6.71	-2.000	-64.125	-83.725	0.65326	0.71597	0.11679	-0.21661	-3.0	10080.1.21	100
2025-6-5 18:15:51:891	WT901BLE67(E9:8A:1A:DD:D5:28)	0.316	0.826	0.114	-20.874	-20.447	-14.954	90.77	-22.33	-143.93	-42.750	-17.750	64.967	0.39066	0.07513	-0.70963	-0.58145	-2.3	10080.1.21	100
2025-6-5 18:15:51:900	WTSDCL(FE:D5:86:66:1D:7C)	-0.358	-0.897	0.097	0.793	0.977	14.343	-84.82	14.60	94.78	88.550	42.867	-22.133	-0.43622	0.52017	0.43112	-0.59427	7.3	10092.1.12	100
2025-6-5 18:15:51:940	WT901BLE67(C1:AA:08:9C:D1:14)	-0.402	0.982	0.094	-10.742	15.625	1.099	90.87	23.34	-4.54	2.875	-93.375	-83.958	0.65326	0.71597	0.11679	-0.21661	-3.0	10080.1.21	100
